location,skew,distortion
baltimore,0.001,13
baltimore,0.1,13
baltimore,0.2,12
baltimore,0.5,12
baltimore,1.0,11
baltimore,2.0,5
baltimore,5.0,1
baltimore,10.0,0
baltimore,20.0,0
baltimore,50.0,0
dallas,0.001,
decatur,0.001,
new_york,0.001,15
new_york,0.1,1
new_york,0.2,0
new_york,0.5,0
new_york,1.0,0
new_york,2.0,0
new_york,5.0,0
new_york,10.0,0
new_york,20.0,0
new_york,50.0,0
newhaven,0.001,12
newhaven,0.1,1
newhaven,0.2,1
newhaven,0.5,0
newhaven,1.0,0
newhaven,2.0,0
newhaven,5.0,0
newhaven,10.0,0
newhaven,20.0,0
newhaven,50.0,0
redmond,0.001,20
redmond,0.1,20
redmond,0.2,20
redmond,0.5,20
redmond,1.0,17
redmond,2.0,14
redmond,5.0,3
redmond,10.0,4
redmond,20.0,0
redmond,50.0,0
