location,skew,distortion
baltimore,0.001,0
baltimore,0.1,1
baltimore,0.2,2
baltimore,0.5,4
baltimore,1.0,4
baltimore,2.0,10
baltimore,5.0,13
baltimore,10.0,14
baltimore,20.0,15
baltimore,50.0,15
dallas,0.001,
decatur,0.001,
new_york,0.001,0
new_york,0.1,14
new_york,0.2,15
new_york,0.5,15
new_york,1.0,15
new_york,2.0,15
new_york,5.0,15
new_york,10.0,15
new_york,20.0,15
new_york,50.0,15
newhaven,0.001,0
newhaven,0.1,11
newhaven,0.2,12
newhaven,0.5,12
newhaven,1.0,12
newhaven,2.0,12
newhaven,5.0,12
newhaven,10.0,12
newhaven,20.0,12
newhaven,50.0,13
redmond,0.001,0
redmond,0.1,0
redmond,0.2,0
redmond,0.5,0
redmond,1.0,4
redmond,2.0,6
redmond,5.0,18
redmond,10.0,17
redmond,20.0,20
redmond,50.0,20
