location,skew,distortion
baltimore,0.001,0.0
baltimore,0.1,0.0
baltimore,0.2,0.0
baltimore,0.5,0.0
baltimore,1.0,0.0
baltimore,2.0,0.0
baltimore,5.0,2.4
baltimore,10.0,4.75
baltimore,20.0,5.85
dallas,0.001,0.0
dallas,0.1,0.0
dallas,0.2,0.0
dallas,0.5,0.0
dallas,1.0,0.09999999999999981
dallas,2.0,0.14999999999999997
dallas,5.0,1.7000000000000002
dallas,10.0,4.0
dallas,20.0,7.0
decatur,0.001,0.0
decatur,0.1,0.0
decatur,0.2,0.0
decatur,0.5,0.0
decatur,1.0,0.0
decatur,2.0,0.7
decatur,5.0,0.7499999999999999
decatur,10.0,1.4500000000000002
decatur,20.0,2.55
newhaven,0.001,0.0
newhaven,0.1,0.0
newhaven,0.2,0.0
newhaven,0.5,0.0
newhaven,1.0,0.0
newhaven,2.0,0.6000000000000001
newhaven,5.0,1.8
newhaven,10.0,3.55
newhaven,20.0,5.45
new_york,0.001,0.0
new_york,0.1,0.0
new_york,0.2,0.0
new_york,0.5,0.0
new_york,1.0,0.10000000000000006
new_york,2.0,0.19999999999999998
new_york,5.0,1.3
new_york,10.0,1.8000000000000003
new_york,20.0,5.9
redmond,0.001,0.0
redmond,0.1,0.0
redmond,0.2,0.0
redmond,0.5,0.0
redmond,1.0,0.0
redmond,2.0,0.20000000000000007
redmond,5.0,1.45
redmond,10.0,2.1999999999999997
redmond,20.0,6.9
