location,skew,distortion
baltimore,0.001,0
baltimore,0.1,19
baltimore,0.2,20
baltimore,0.5,20
baltimore,1.0,20
baltimore,2.0,20
baltimore,5.0,20
baltimore,10.0,20
baltimore,20.0,20
baltimore,50.0,20
dallas,0.001,0
dallas,0.1,19
dallas,0.2,20
dallas,0.5,20
dallas,1.0,20
dallas,2.0,20
dallas,5.0,20
dallas,10.0,20
dallas,20.0,20
dallas,50.0,20
decatur,0.001,0
decatur,0.1,20
decatur,0.2,20
decatur,0.5,20
decatur,1.0,20
decatur,2.0,20
decatur,5.0,20
decatur,10.0,20
decatur,20.0,20
decatur,50.0,20
new_york,0.001,0
new_york,0.1,20
new_york,0.2,20
new_york,0.5,20
new_york,1.0,20
new_york,2.0,20
new_york,5.0,20
new_york,10.0,20
new_york,20.0,20
new_york,50.0,20
newhaven,0.001,0
newhaven,0.1,17
newhaven,0.2,20
newhaven,0.5,20
newhaven,1.0,20
newhaven,2.0,20
newhaven,5.0,20
newhaven,10.0,20
newhaven,20.0,20
newhaven,50.0,20
redmond,0.001,0
redmond,0.1,20
redmond,0.2,20
redmond,0.5,20
redmond,1.0,20
redmond,2.0,20
redmond,5.0,20
redmond,10.0,20
redmond,20.0,20
redmond,50.0,20
