location,skew,distortion
baltimore,0.001,20
baltimore,0.1,0
baltimore,0.2,0
baltimore,0.5,0
baltimore,1.0,0
baltimore,2.0,0
baltimore,5.0,0
baltimore,10.0,0
baltimore,20.0,0
baltimore,50.0,0
dallas,0.001,20
dallas,0.1,1
dallas,0.2,0
dallas,0.5,0
dallas,1.0,0
dallas,2.0,0
dallas,5.0,0
dallas,10.0,0
dallas,20.0,0
dallas,50.0,0
decatur,0.001,20
decatur,0.1,0
decatur,0.2,0
decatur,0.5,0
decatur,1.0,0
decatur,2.0,0
decatur,5.0,0
decatur,10.0,0
decatur,20.0,0
decatur,50.0,0
new_york,0.001,20
new_york,0.1,0
new_york,0.2,0
new_york,0.5,0
new_york,1.0,0
new_york,2.0,0
new_york,5.0,0
new_york,10.0,0
new_york,20.0,0
new_york,50.0,0
newhaven,0.001,20
newhaven,0.1,0
newhaven,0.2,0
newhaven,0.5,0
newhaven,1.0,0
newhaven,2.0,0
newhaven,5.0,0
newhaven,10.0,0
newhaven,20.0,0
newhaven,50.0,0
redmond,0.001,20
redmond,0.1,0
redmond,0.2,0
redmond,0.5,0
redmond,1.0,0
redmond,2.0,0
redmond,5.0,0
redmond,10.0,0
redmond,20.0,0
redmond,50.0,0
